prime,target,condition,thisN,thisTrialN,thisRepN,prResponse.keys,prResponse.rt,prResponse.duration,response.keys,response.rt,response.duration,prTrials.thisRepN,prTrials.thisTrialN,prTrials.thisN,prTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instructions2Disp.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions2.started,text.started,key_resp_3.started,instructions2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions3.started,text_2.started,key_resp_4.started,instructions3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions4.started,text_3.started,key_resp_5.started,instructions4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,instructions5.started,text_4.started,key_resp_6.started,instructions5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,instructions6.started,text_5.started,key_resp_7.started,instructions6.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions7.started,text_6.started,key_resp_8.started,instructions7.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions8.started,text_7.started,key_resp_9.started,instructions8.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,prFixation.started,prFixationDisp.started,prFixationDisp.stopped,prFixation.stopped,prPrime.started,prPrimeDisp.started,prPrimeDisp.stopped,prPrime.stopped,prTarget.started,prTargetDisp.started,prResponse.started,prTarget.stopped,prTrials.prResponse.keys,prTrials.prResponse.rt,prTrials.prResponse.duration,ready.started,readyDisp.started,key_resp.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation.started,fixationDisp.started,fixationDisp.stopped,fixation.stopped,expPrime.started,primeDisp.started,primeDisp.stopped,expPrime.stopped,expTarget.started,targetDisp.started,response.started,expTarget.stopped,trials.response.keys,trials.response.rt,trials.response.duration,complete.started,completeMessage.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
countryside,vision ,A,13,13,0,,,,j,0.576255459105596,None,,,,,0,13,13,12,78.51428549992852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.50824962486513,79.00488620903343,79.99629791686311,79.99032058403827,79.99274050001986,80.00392433395609,80.49576624995098,80.49024216691032,80.49233412486501,80.50469187484123,80.50469187484123,81.0909668749664,j,0.576255459105596,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
fight,cressfass ,nonword,14,14,0,,,,f,0.6479125409387052,None,,,,,0,14,14,47,81.09724637493491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.09119591698982,81.58806074992754,82.5795075839851,82.57373424991965,82.57613241695799,82.58809141698293,83.07898454205133,83.07359137502499,83.07561541697942,83.08815795904957,83.08815795904957,83.7409035419114,f,0.6479125409387052,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
languish,ally ,B,15,15,0,,,,j,0.997664500027895,None,,,,,0,15,15,35,83.74727504188195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.74114379193634,84.23812458384782,85.22937858384103,85.22367058391683,85.22591758402996,85.2373032500036,85.72931224992499,85.72385220904835,85.72580974991433,85.73735249997117,85.73735249997117,86.74094358389266,j,0.997664500027895,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
sweater,kell ,nonword,16,16,0,,,,f,0.7731821248307824,None,,,,,0,16,16,53,86.74697449989617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.74118395894766,87.23801704193465,88.22993720904924,88.22403833386488,88.22643058397807,88.23701412486844,88.72961812489666,88.72406525001861,88.72620741697028,88.73711287486367,88.73711287486367,89.51302670896985,f,0.7731821248307824,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
market,pagets ,nonword,17,17,0,,,,f,0.850986999925226,None,,,,,0,17,17,27,89.5203295419924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.51325741689652,90.01033962494694,91.00392375001684,90.99627816700377,90.99850795883685,91.01012687501498,91.50389691698365,91.49630666687153,91.49839604203589,91.51000845897943,91.51000845897943,92.36359729198739,f,0.850986999925226,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
injured,stretcher ,B,18,18,0,,,,j,0.7165228340309113,None,,,,,0,18,18,31,92.3703058748506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.36383879184723,92.86022979184054,93.85469979187474,93.84561354201287,93.84774129185826,93.86055995896459,94.35372537490912,94.34622320905328,94.34866308397613,94.35972487484105,94.35972487484105,95.080244458979,j,0.7165228340309113,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
masses,leader ,B,19,19,0,,,,j,0.7432010411284864,None,,,,,0,19,19,33,95.0870122499764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.08051545894705,95.57588220899925,96.57032354199328,96.56328012491576,96.56577200000174,96.57619574991986,97.07112691691145,97.06278091692366,97.06482029194012,97.07703337492421,97.07703337492421,97.82439154200256,j,0.7432010411284864,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
encourage,pownzie ,nonword,20,20,0,,,,f,0.684870959026739,None,,,,,0,20,20,46,97.83094616699964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.82465012487955,98.3211550838314,99.31034020893276,99.30692129186355,99.30804670904763,99.32035512500443,99.81023904192261,99.80550200003199,99.80750099988654,99.82055508391932,99.82055508391932,100.5074460839387,f,0.684870959026739,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
realize,oss ,nonword,21,21,0,,,,f,0.6107957079075277,None,,,,,0,21,21,20,100.51342529198155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5076763338875,101.00450583384372,101.9958011249546,101.99005549983121,101.9921336248517,102.00373437488452,102.49557799985632,102.49004137492739,102.492034584051,102.50417524995282,102.50417524995282,103.12446424993686,f,0.6107957079075277,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
interest,operate ,A,22,22,0,,,,j,0.7561377920210361,None,,,,,0,22,22,10,103.13086558389477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.12470045895316,103.62114854203537,104.6130384169519,104.60724466689862,104.60960262501612,104.62023141700774,105.11330591700971,105.1072006248869,105.10979712498374,105.12010783399455,105.12010783399455,105.88017241703346,j,0.7561377920210361,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
curse,vo ,nonword,23,23,0,,,,f,0.7882569578941911,None,,,,,0,23,23,14,105.8868534588255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.88041204190813,106.37736724992283,107.37024170905352,107.36277137487195,107.36492899991572,107.37599629187025,107.87114462489262,107.86224741698243,107.86413287487812,107.87727816705592,107.87727816705592,108.6739746669773,f,0.7882569578941911,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
explanation,furniture ,A,24,24,0,,,,j,0.754003917099908,None,,,,,0,24,24,7,108.68031225004233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.67422270891257,109.1710075000301,110.16243695886806,110.15658262488432,110.15904033393599,110.17013849993236,110.66210716683418,110.6565661248751,110.65861479192972,110.67097687488422,110.67097687488422,111.42978995898739,j,0.754003917099908,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
border,ipent ,nonword,25,25,0,,,,f,0.6244365000165999,None,,,,,0,25,25,23,111.43670808384195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.43005724996328,111.92730850004591,112.92115674982779,112.91201395890675,112.91421658382751,112.92721908399835,113.42096154205501,113.41265058401041,113.41462879185565,113.42692016693763,113.42692016693763,114.05710620898753,f,0.6244365000165999,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
affair,clean ,B,26,26,0,,,,j,0.5913525419309735,None,,,,,0,26,26,40,114.06316204182804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.05732429190539,114.55443483404815,115.54613374988548,115.54035795899108,115.54255774989724,115.55335520883091,116.04314524983056,116.03894124994986,116.04046520893462,116.05338912503794,116.05338912503794,116.64652358391322,j,0.5913525419309735,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
prejudice,hero ,A,27,27,0,,,,j,0.6866786670871079,None,,,,,0,27,27,8,116.65338712488301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.64678795891814,117.14347899984568,118.13674304191954,118.12920116703026,118.13158129202202,118.14278337499127,118.63752245903015,118.62882258393802,118.63107637502253,118.64342879201286,118.64342879201286,119.34039662498981,j,0.6866786670871079,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
method,beduted ,nonword,28,28,0,,,,f,0.6780990001279861,None,,,,,0,28,28,19,119.3466864998918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.34061679197475,119.83764954190701,120.82942083384842,120.82348212483339,120.82589324982837,120.83659954182804,121.32869291701354,121.32301304186694,121.32506895903498,121.33723866683431,121.33723866683431,122.02441366692074,f,0.6780990001279861,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
spoil,tale ,A,29,29,0,,,,j,0.723948499886319,None,,,,,0,29,29,11,122.03078562486917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0246855840087,122.52097183396108,123.51286991685629,123.5070845419541,123.50933616701514,123.51989908399992,124.01190799986944,124.00638637505472,124.00846383394673,124.020759542007,124.020759542007,124.74624262494035,j,0.723948499886319,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
injured,machine ,B,30,30,0,,,,j,0.5976784168742597,None,,,,,0,30,30,36,124.7532128749881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.74647420900874,125.24330995883793,126.23681908403523,126.22889658389613,126.23115429189056,126.24283379199915,126.73722083400935,126.72872866690159,126.73106333403848,126.7432484999299,126.7432484999299,127.34620629204437,j,0.5976784168742597,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
still,tonsamer ,nonword,31,31,0,,,,f,0.6064695420209318,None,,,,,0,31,31,18,127.35311008384451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.34644379187375,127.844150000019,128.83749258401804,128.82863895897754,128.83086208393797,128.84351004194468,129.3374312920496,129.32846870901994,129.33079529204406,129.34351066686213,129.34351066686213,129.9568493750412,f,0.6064695420209318,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
chamber,limtressive ,nonword,32,32,0,,,,f,0.7120532910339534,None,,,,,0,32,32,42,129.96053591696545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9569696248509,130.45353358401917,131.4454423340503,131.43966145883314,131.4419655839447,131.45334862498567,131.9456425840035,131.9398722499609,131.9422275419347,131.9531769999303,131.9531769999303,132.67440429190174,f,0.7120532910339534,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
naughty,mischief ,A,33,33,0,,,,j,0.5900318331550807,None,,,,,0,33,33,0,132.68107004184276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.6746556670405,133.17078170902096,134.1626992088277,134.15678658382967,134.15927045885473,134.16971883387305,134.66261320887133,134.6566783748567,134.65909179183654,134.669711999828,134.669711999828,135.26289829192683,j,0.5900318331550807,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
relieve,gittick ,nonword,34,34,0,,,,f,0.742867125198245,None,,,,,0,34,34,54,135.2699092088733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.26315949996933,135.7604925839696,136.753757041879,136.74532608385198,136.74761025002226,136.75989149999805,137.26221316703595,137.25622191699222,137.25829995889217,137.26221316703595,137.26221316703595,138.00687837484293,f,0.742867125198245,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
nutrition,health ,B,35,35,0,,,,j,0.6567480000667274,None,,,,,0,35,35,30,138.0131947088521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0071239999961,138.50401649996638,139.4912850840483,139.4877997089643,139.48889020900242,139.50316004198976,139.9953715838492,139.98960449988954,139.99189625005238,140.00303187500685,140.00303187500685,140.6628262498416,j,0.6567480000667274,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
strong,rights ,B,36,36,0,,,,f,0.8503541669342667,None,,,,,0,36,36,38,140.6696736670565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.66307270899415,141.1603685838636,142.15319554205053,142.14564079185948,142.1478607088793,142.1593777919188,142.65323337493464,142.6455895418767,142.6477349998895,142.65918174991384,142.65918174991384,143.51311966683716,f,0.8503541669342667,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
result,reason ,B,37,37,0,,,,j,0.7605829171370715,None,,,,,0,37,37,29,143.51966924988665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5133629590273,144.01015504193492,145.0030010419432,144.99556474993005,144.9979262498673,145.00901379203424,145.50386495888233,145.49505483405665,145.49707279191352,145.5097392918542,145.5097392918542,146.27345479186624,j,0.7605829171370715,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
volunteer,dexgrisly ,nonword,38,38,0,,,,f,0.6693818341009319,None,,,,,0,38,38,44,146.27955720899627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.27368574985303,146.77068854193203,147.76186920888722,147.7560637500137,147.75834779185243,147.76972695905715,148.26156704197638,148.25601079198532,148.25812925002538,148.27050120895728,148.27050120895728,148.9460194169078,f,0.6693818341009319,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
alcohol,iveck ,nonword,39,39,0,,,,f,0.6373200409580022,None,,,,,0,39,39,51,148.95286733401008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9462464998942,149.44362212484702,150.43622904201038,150.42884183395654,150.43121587485075,150.44225599989295,150.93656754191034,150.9288371668663,150.9308243340347,150.94260974996723,150.94260974996723,151.5899434168823,f,0.6373200409580022,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
comb,noosies ,nonword,40,40,0,,,,f,0.738017083145678,None,,,,,0,40,40,49,151.5959687498398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.5901671249885,152.08732729195617,153.07845616689883,153.07292308402248,153.0749732919503,153.08636808395386,153.578068834031,153.57261312496848,153.57465533399954,153.5870712918695,153.5870712918695,154.32922570896335,f,0.738017083145678,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
thinking,memory ,B,41,41,0,,,,j,0.564367291983217,None,,,,,0,41,41,32,154.33609304204583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.32945470884442,154.82608320889995,155.8205088749528,155.81100025004707,155.81320812483318,155.82644166704267,156.31991524994373,156.31201666686684,156.314041958889,156.32589149987325,156.32589149987325,156.895916959038,j,0.564367291983217,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
math,equation,A,42,42,0,,,,j,0.5918543750885874,None,,,,,0,42,42,2,156.90271416702308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.8961493340321,157.3935292500537,158.3870991668664,158.37846504198387,158.3803932920564,158.3930291668512,158.8870546668768,158.8784281250555,158.8821493750438,158.89297233405523,158.89297233405523,159.49026754195802,j,0.5918543750885874,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
countryside,county seat ,A,43,43,0,,,,j,0.8489172079134732,None,,,,,0,43,43,5,159.49656399991363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.49050166690722,159.9870693339035,160.97849654196762,160.97300129197538,160.97528858389705,160.98613275005482,161.47637754189782,161.47278770897537,161.47399104200304,161.4861561669968,161.4861561669968,162.33907049987465,j,0.8489172079134732,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
consciousness,sugby ,nonword,44,44,0,,,,f,0.6377097498625517,None,,,,,0,44,44,16,162.34462870890275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.33933870890178,162.83702445891686,163.82851062505506,163.82246691687033,163.8250869170297,163.83609550003894,164.3281300419476,164.32258708402514,164.32458262494765,164.337056041928,164.337056041928,164.97902774997056,f,0.6377097498625517,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
math,guard ,A,45,45,0,,,,j,0.5792032501194626,None,,,,,0,45,45,9,164.9859709588345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.97928495891392,165.47671687486582,166.46946479193866,166.46216354193166,166.4642884589266,166.4731191669125,166.96939733391628,166.9619490839541,166.96439916687086,166.97550800000317,166.97550800000317,167.5571424169466,j,0.5792032501194626,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
depart,gined ,nonword,46,46,0,,,,f,0.7019847088959068,None,,,,,0,46,46,26,167.56352450000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.55738045903854,168.05371491704136,169.0446990840137,169.03911749995314,169.04130016686395,169.05325574986637,169.54458437487483,169.53906558384188,169.5410625420045,169.55286766705103,169.55286766705103,170.25665450002998,f,0.7019847088959068,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
tell,dauf ,nonword,47,47,0,,,,f,0.61199991684407,None,,,,,0,47,47,50,170.26277812500484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.25687812501565,170.75280208396725,171.7448300840333,171.7393177920021,171.74130991683342,171.75278091686778,172.24435420893133,172.23901237500831,172.24095345893875,172.25349183403887,172.25349183403887,172.87322237505578,f,0.61199991684407,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
pack,opersime ,nonword,48,48,0,,,,f,0.7099452500697225,None,,,,,0,48,48,24,172.87949358392507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.87345941690728,173.3702736250125,174.36126562487334,174.35576895903796,174.3578600420151,174.37012962484732,174.86133862496354,174.85567054199055,174.85773158399388,174.86990354186855,174.86990354186855,175.59030958404765,f,0.7099452500697225,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
court,kears ,nonword,49,49,0,,,,f,0.6492479171138257,None,,,,,0,49,49,17,175.59623149991967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.59054341702722,176.08688945905305,177.07851974992082,177.07283170893788,177.07499124994501,177.08583899983205,177.57847120892256,177.5727483339142,177.5750579999294,177.58592308382504,177.58592308382504,178.2402581248898,f,0.6492479171138257,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
feature,characteristic ,B,50,50,0,,,,j,0.7737292079254985,None,,,,,0,50,50,34,178.24654583400115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.2405321248807,178.73677683388814,179.72809999994934,179.7222316248808,179.72442308394238,179.7360357500147,180.22834449983202,180.22228820901364,180.22480466705747,180.23586445883848,180.23586445883848,181.0121944588609,j,0.7737292079254985,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
butterfly,bee ,A,51,51,0,,,,j,0.7311242499854416,None,,,,,0,51,51,6,181.01910212496296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.01242433395237,181.5096996249631,182.50330904196016,182.4944352088496,182.49695816682652,182.5093331669923,183.00341516686603,182.99460779200308,182.9963222090155,183.00951320887543,183.00951320887543,183.7453699170146,j,0.7311242499854416,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
cheap,price ,A,52,52,0,,,,j,1.223259957972914,None,,,,,0,52,52,3,183.75236149993725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.7456023339182,184.2431185420137,185.23592433403246,185.22841120883822,185.23056333395652,185.24188133399002,185.73657716694288,185.72814741684124,185.73021041695029,185.7426080419682,185.7426080419682,186.9734062089119,j,1.223259957972914,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
music,dapours ,nonword,53,53,0,,,,f,0.6210406669415534,None,,,,,0,53,53,22,186.9794626669027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.97363625001162,187.4700721669942,188.4610973750241,188.4555187919177,188.45769324991852,188.46993970894255,188.9615945839323,188.95593983400613,188.95802670903504,188.96902391687036,188.96902391687036,189.59516354184598,f,0.6210406669415534,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
register,fiss ,nonword,54,54,0,,,,f,0.6972295420709997,None,,,,,0,54,54,43,189.60227816691622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.59539608401246,190.09288450004533,191.08674699999392,191.07758095883764,191.07985387486406,191.09275075001642,191.58660112484358,191.57753725000657,191.57948275003582,191.59249624982476,191.59249624982476,192.29947620886378,f,0.6972295420709997,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
towel,gelogote ,nonword,55,55,0,,,,f,0.6989214580971748,None,,,,,0,55,55,15,192.30348879192024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.29959916695952,192.79195558396168,193.78656591684557,193.77778387488797,193.78002087492496,193.7926906249486,194.2865666670259,194.2774879168719,194.27985299983993,194.29244154202752,194.29244154202752,194.99530158401467,f,0.6989214580971748,None,,,sample-data,001,2025-09-08_10h40.30.086,English1-LDT,2024.2.4,None,2025-09-08 10h40.47.729002 +0800,
